disease,state,year,weeks_reporting,count,population
Hepatitis A,Oregon,1991,38,325,2879922
Hepatitis A,Oregon,1992,35,287,2925245
Hepatitis A,Oregon,1993,28,51,2977217
Hepatitis A,Oregon,1994,27,521,3034716
Hepatitis A,Oregon,1995,39,1445,3096548
Hepatitis A,Oregon,1996,45,672,3161421
Hepatitis A,Oregon,1997,27,189,3227933
Hepatitis A,Oregon,1998,35,247,3294557
Hepatitis A,Oregon,1999,36,179,3359638
Hepatitis A,Oregon,2000,40,156,3421399
Hepatitis A,Oregon,2001,41,90,3478333
Hepatitis A,Oregon,2002,49,63,3530420
Hepatitis A,Oregon,2003,45,55,3578065
Hepatitis A,Oregon,2004,47,67,3621730
Hepatitis A,Oregon,2005,50,44,3661922
Hepatitis A,Oregon,2006,49,41,3699187
Hepatitis A,Oregon,2007,49,30,3734108
Hepatitis A,Oregon,2008,47,28,3767298
Hepatitis A,Oregon,2009,45,19,3799399
Hepatitis A,Oregon,2010,46,19,3831074
Hepatitis A,Oregon,2011,47,13,3862896
Hepatitis A,Pennsylvania,1966,52,1678,11660590
Hepatitis A,Pennsylvania,1967,52,1507,11700865
Hepatitis A,Pennsylvania,1968,52,1783,11736478
Hepatitis A,Pennsylvania,1969,50,2224,11767475
Hepatitis A,Pennsylvania,1970,50,2863,11793909
Hepatitis A,Pennsylvania,1971,51,2758,11815878
Hepatitis A,Pennsylvania,1972,35,1361,11833653
Hepatitis A,Pennsylvania,1973,50,1686,11847552
Hepatitis A,Pennsylvania,1974,48,1041,11857896
Hepatitis A,Pennsylvania,1975,46,931,11865015
Hepatitis A,Pennsylvania,1976,48,835,11869239
Hepatitis A,Pennsylvania,1977,42,781,11870902
Hepatitis A,Pennsylvania,1978,28,393,11870340
Hepatitis A,Pennsylvania,1979,25,313,11867892
Hepatitis A,Pennsylvania,1980,28,332,11863895
Hepatitis A,Pennsylvania,1981,14,183,11858756
Hepatitis A,Pennsylvania,1982,26,654,11853157
Hepatitis A,Pennsylvania,1983,36,584,11847847
Hepatitis A,Pennsylvania,1984,33,421,11843575
Hepatitis A,Pennsylvania,1985,31,341,11841087
Hepatitis A,Pennsylvania,1986,23,184,11841129
Hepatitis A,Pennsylvania,1987,21,81,11844452
Hepatitis A,Pennsylvania,1988,14,396,11851805
Hepatitis A,Pennsylvania,1989,34,1585,11863947
Hepatitis A,Pennsylvania,1990,41,1340,11881643
Hepatitis A,Pennsylvania,1991,38,327,11905415
Hepatitis A,Pennsylvania,1992,35,186,11934776
Hepatitis A,Pennsylvania,1993,26,72,11968987
Hepatitis A,Pennsylvania,1994,28,172,12007307
Hepatitis A,Pennsylvania,1995,41,173,12048988
Hepatitis A,Pennsylvania,1996,43,436,12093277
Hepatitis A,Pennsylvania,1997,25,273,12139408
Hepatitis A,Pennsylvania,1998,35,258,12186608
Hepatitis A,Pennsylvania,1999,36,230,12234090
Hepatitis A,Pennsylvania,2000,18,138,12281054
Hepatitis A,Pennsylvania,2001,39,185,12326849
Hepatitis A,Pennsylvania,2002,48,197,12371452
Hepatitis A,Pennsylvania,2003,40,990,12415000
Hepatitis A,Pennsylvania,2004,48,143,12457635
Hepatitis A,Pennsylvania,2005,48,163,12499498
Hepatitis A,Pennsylvania,2006,51,47,12540734
Hepatitis A,Pennsylvania,2007,50,67,12581490
Hepatitis A,Pennsylvania,2008,52,107,12621916
Hepatitis A,Pennsylvania,2009,49,44,12662161
Hepatitis A,Pennsylvania,2010,50,40,12702379
Hepatitis A,Pennsylvania,2011,49,51,12742699
Hepatitis A,Rhode Island,1966,43,138,917788
Hepatitis A,Rhode Island,1967,45,195,926815
Hepatitis A,Rhode Island,1968,52,393,934857
Hepatitis A,Rhode Island,1969,48,805,941600
Hepatitis A,Rhode Island,1970,51,659,946725
Hepatitis A,Rhode Island,1971,50,611,950018
Hepatitis A,Rhode Island,1972,45,330,951693
Hepatitis A,Rhode Island,1973,50,401,952081
Hepatitis A,Rhode Island,1974,47,316,951518
Hepatitis A,Rhode Island,1975,48,267,950344
Hepatitis A,Rhode Island,1976,45,164,948899
Hepatitis A,Rhode Island,1977,43,113,947522
Hepatitis A,Rhode Island,1978,34,94,946548
Hepatitis A,Rhode Island,1979,42,100,946313
Hepatitis A,Rhode Island,1980,30,79,947154
Hepatitis A,Rhode Island,1981,39,87,949324
Hepatitis A,Rhode Island,1982,35,81,952732
Hepatitis A,Rhode Island,1983,22,36,957207
Hepatitis A,Rhode Island,1984,14,23,962573
Hepatitis A,Rhode Island,1985,10,15,968656
Hepatitis A,Rhode Island,1986,19,27,975280
Hepatitis A,Rhode Island,1987,37,97,982261
Hepatitis A,Rhode Island,1988,23,40,989415
Hepatitis A,Rhode Island,1989,30,32,996548
Hepatitis A,Rhode Island,1990,41,45,1003464
Hepatitis A,Rhode Island,1991,38,88,1009992
Hepatitis A,Rhode Island,1992,34,106,1016091
Hepatitis A,Rhode Island,1993,27,35,1021749
Hepatitis A,Rhode Island,1994,29,20,1026958
Hepatitis A,Rhode Island,1995,40,37,1031708
Hepatitis A,Rhode Island,1996,43,20,1035992
Hepatitis A,Rhode Island,1997,25,44,1039802
Hepatitis A,Rhode Island,1998,32,12,1043130
Hepatitis A,Rhode Island,1999,29,18,1045971
Hepatitis A,Rhode Island,2000,30,23,1048319
Hepatitis A,Rhode Island,2001,38,59,1050177
Hepatitis A,Rhode Island,2002,45,28,1051584
Hepatitis A,Rhode Island,2003,40,13,1052590
Hepatitis A,Rhode Island,2004,41,19,1053243
Hepatitis A,Rhode Island,2005,43,14,1053593
Hepatitis A,Rhode Island,2006,48,16,1053691
Hepatitis A,Rhode Island,2007,36,9,1053587
Hepatitis A,Rhode Island,2008,50,13,1053331
Hepatitis A,Rhode Island,2009,42,4,1052974
Hepatitis A,Rhode Island,2010,41,4,1052567
Hepatitis A,Rhode Island,2011,42,3,1052152
Hepatitis A,South Carolina,1966,40,84,2484962
Hepatitis A,South Carolina,1967,40,112,2505256
Hepatitis A,South Carolina,1968,42,158,2528934
Hepatitis A,South Carolina,1969,50,321,2556998
Hepatitis A,South Carolina,1970,50,375,2590516
Hepatitis A,South Carolina,1971,49,344,2630285
Hepatitis A,South Carolina,1972,46,408,2675776
Hepatitis A,South Carolina,1973,48,551,2726085
Hepatitis A,South Carolina,1974,49,291,2780252
Hepatitis A,South Carolina,1975,49,367,2837244
Hepatitis A,South Carolina,1976,52,253,2895937
Hepatitis A,South Carolina,1977,48,148,2955112
Hepatitis A,South Carolina,1978,39,91,3013449
Hepatitis A,South Carolina,1979,49,192,3069523
Hepatitis A,South Carolina,1980,32,97,3121820
Hepatitis A,South Carolina,1981,41,102,3169128
Hepatitis A,South Carolina,1982,46,309,3211758
Hepatitis A,South Carolina,1983,40,225,3250471
Hepatitis A,South Carolina,1984,18,32,3286086
Hepatitis A,South Carolina,1985,21,35,3319478
Hepatitis A,South Carolina,1986,16,33,3351569
Hepatitis A,South Carolina,1987,33,52,3383318
Hepatitis A,South Carolina,1988,23,17,3415724
Hepatitis A,South Carolina,1989,31,56,3449826
Hepatitis A,South Carolina,1990,42,35,3486703
Hepatitis A,South Carolina,1991,38,33,3527239
Hepatitis A,South Carolina,1992,35,14,3571367
Hepatitis A,South Carolina,1993,27,5,3618770
Hepatitis A,South Carolina,1994,29,29,3669116
Hepatitis A,South Carolina,1995,34,36,3722058
Hepatitis A,South Carolina,1996,44,53,3777228
Hepatitis A,South Carolina,1997,26,42,3834238
Hepatitis A,South Carolina,1998,34,37,3892671
Hepatitis A,South Carolina,1999,36,39,3952085
Hepatitis A,South Carolina,2000,40,70,4012012
Hepatitis A,South Carolina,2001,38,55,4072049
Hepatitis A,South Carolina,2002,46,63,4132165
Hepatitis A,South Carolina,2003,43,33,4192431
Hepatitis A,South Carolina,2004,42,23,4252921
Hepatitis A,South Carolina,2005,44,38,4313714
Hepatitis A,South Carolina,2006,46,18,4374895
Hepatitis A,South Carolina,2007,50,17,4436552
Hepatitis A,South Carolina,2008,45,16,4498782
Hepatitis A,South Carolina,2009,44,45,4561684
Hepatitis A,South Carolina,2010,49,22,4625364
Hepatitis A,South Carolina,2011,47,8,4689915
Hepatitis A,South Dakota,1966,12,14,670081
Hepatitis A,South Dakota,1967,12,13,668073
Hepatitis A,South Dakota,1968,28,77,666513
Hepatitis A,South Dakota,1969,31,86,665593
Hepatitis A,South Dakota,1970,19,21,665507
Hepatitis A,South Dakota,1971,40,185,666387
Hepatitis A,South Dakota,1972,41,129,668116
Hepatitis A,South Dakota,1973,38,228,670515
Hepatitis A,South Dakota,1974,37,154,673407
Hepatitis A,South Dakota,1975,22,41,676610
Hepatitis A,South Dakota,1976,28,74,679942
Hepatitis A,South Dakota,1977,15,33,683215
Hepatitis A,South Dakota,1978,18,140,686240
Hepatitis A,South Dakota,1979,41,182,688823
Hepatitis A,South Dakota,1980,24,64,690768
Hepatitis A,South Dakota,1981,20,35,691942
Hepatitis A,South Dakota,1982,11,13,692468
Hepatitis A,South Dakota,1983,39,190,692533
Hepatitis A,South Dakota,1984,40,207,692326
Hepatitis A,South Dakota,1985,36,236,692038
Hepatitis A,South Dakota,1986,31,159,691857
Hepatitis A,South Dakota,1987,9,14,691972
Hepatitis A,South Dakota,1988,13,21,692574
Hepatitis A,South Dakota,1989,22,19,693853
Hepatitis A,South Dakota,1990,42,422,696004
Hepatitis A,South Dakota,1991,37,695,699170
Hepatitis A,South Dakota,1992,36,167,703282
Hepatitis A,South Dakota,1993,28,9,708215
Hepatitis A,South Dakota,1994,24,21,713843
Hepatitis A,South Dakota,1995,32,64,720041
Hepatitis A,South Dakota,1996,44,34,726678
Hepatitis A,South Dakota,1997,25,6,733619
Hepatitis A,South Dakota,1998,32,25,740725
Hepatitis A,South Dakota,1999,32,6,747850
Hepatitis A,South Dakota,2000,12,1,754844
Hepatitis A,South Dakota,2001,34,0,761582
Hepatitis A,South Dakota,2002,48,2,768060
Hepatitis A,South Dakota,2003,0,0,774306
Hepatitis A,South Dakota,2004,43,2,780350
Hepatitis A,South Dakota,2005,4,0,786223
Hepatitis A,South Dakota,2006,46,8,791956
Hepatitis A,South Dakota,2007,46,5,797584
Hepatitis A,South Dakota,2008,51,4,803140
Hepatitis A,South Dakota,2009,36,2,808660
Hepatitis A,South Dakota,2010,13,0,814180
Hepatitis A,South Dakota,2011,46,0,819731
Hepatitis A,Tennessee,1966,52,997,3739738
Hepatitis A,Tennessee,1967,52,838,3778242
Hepatitis A,Tennessee,1968,52,1034,3821245
Hepatitis A,Tennessee,1969,50,1014,3869470
Hepatitis A,Tennessee,1970,51,1267,3923687
Hepatitis A,Tennessee,1971,51,1426,3984366
Hepatitis A,Tennessee,1972,47,1264,4050556
Hepatitis A,Tennessee,1973,51,1755,4120877
Hepatitis A,Tennessee,1974,49,1663,4193856
Hepatitis A,Tennessee,1975,51,1170,4267912
Hepatitis A,Tennessee,1976,52,1170,4341349
Hepatitis A,Tennessee,1977,51,958,4412355
Hepatitis A,Tennessee,1978,50,694,4479008
Hepatitis A,Tennessee,1979,50,538,4539293
Hepatitis A,Tennessee,1980,37,379,4591120
Hepatitis A,Tennessee,1981,48,417,4633030
Hepatitis A,Tennessee,1982,49,335,4666274
Hepatitis A,Tennessee,1983,49,222,4692880
Hepatitis A,Tennessee,1984,38,102,4714961
Hepatitis A,Tennessee,1985,34,74,4734690
Hepatitis A,Tennessee,1986,30,63,4754285
Hepatitis A,Tennessee,1987,34,49,4776001
Hepatitis A,Tennessee,1988,22,58,4802137
Hepatitis A,Tennessee,1989,33,78,4835051
Hepatitis A,Tennessee,1990,42,158,4877185
Hepatitis A,Tennessee,1991,37,122,4930426
Hepatitis A,Tennessee,1992,33,76,4994036
Hepatitis A,Tennessee,1993,27,63,5066591
Hepatitis A,Tennessee,1994,28,161,5146619
Hepatitis A,Tennessee,1995,39,811,5232571
Hepatitis A,Tennessee,1996,37,350,5322798
Hepatitis A,Tennessee,1997,23,164,5415540
Hepatitis A,Tennessee,1998,35,139,5508905
Hepatitis A,Tennessee,1999,35,126,5600871
Hepatitis A,Tennessee,2000,39,120,5689283
Hepatitis A,Tennessee,2001,42,135,5772329
Hepatitis A,Tennessee,2002,26,61,5849996
Hepatitis A,Tennessee,2003,45,187,5922777
Hepatitis A,Tennessee,2004,47,73,5991214
Hepatitis A,Tennessee,2005,49,146,6055895
Hepatitis A,Tennessee,2006,50,44,6117446
Hepatitis A,Tennessee,2007,47,44,6176530
Hepatitis A,Tennessee,2008,46,27,6233845
Hepatitis A,Tennessee,2009,50,14,6290118
Hepatitis A,Tennessee,2010,48,12,6346105
Hepatitis A,Tennessee,2011,45,20,6402457
Hepatitis A,Texas,1966,52,1808,10470937
Hepatitis A,Texas,1967,51,2727,10628322
Hepatitis A,Texas,1968,50,2190,10798697
Hepatitis A,Texas,1969,50,2312,10986554
Hepatitis A,Texas,1970,51,2741,11196730
Hepatitis A,Texas,1971,51,3731,11433080
Hepatitis A,Texas,1972,46,3407,11694123
Hepatitis A,Texas,1973,48,4569,11976810
Hepatitis A,Texas,1974,43,3200,12277800
Hepatitis A,Texas,1975,49,2845,12593389
Hepatitis A,Texas,1976,41,1531,12919453
Hepatitis A,Texas,1977,51,2053,13251403
Hepatitis A,Texas,1978,50,2578,13584154
Hepatitis A,Texas,1979,51,3278,13912114
Hepatitis A,Texas,1980,38,2066,14229191
Hepatitis A,Texas,1981,47,2470,14530385
Hepatitis A,Texas,1982,50,3088,14816758
Hepatitis A,Texas,1983,50,2839,15091213
Hepatitis A,Texas,1984,45,2014,15356979
Hepatitis A,Texas,1985,43,1965,15617586
Hepatitis A,Texas,1986,39,1443,15876848
Hepatitis A,Texas,1987,50,1690,16138855
Hepatitis A,Texas,1988,22,1020,16407975
Hepatitis A,Texas,1989,32,1965,16688868
Hepatitis A,Texas,1990,40,1886,16986510
Hepatitis A,Texas,1991,35,1825,17305041
Hepatitis A,Texas,1992,26,1089,17644041
Hepatitis A,Texas,1993,25,1319,18001811
Hepatitis A,Texas,1994,27,1651,18376501
Hepatitis A,Texas,1995,39,2062,18766087
Hepatitis A,Texas,1996,43,2555,19168347
Hepatitis A,Texas,1997,24,1994,19580842
Hepatitis A,Texas,1998,34,2540,20000905
Hepatitis A,Texas,1999,36,1776,20425620
Hepatitis A,Texas,2000,39,1016,20851820
Hepatitis A,Texas,2001,36,971,21276781
Hepatitis A,Texas,2002,46,424,21700457
Hepatitis A,Texas,2003,39,397,22123555
Hepatitis A,Texas,2004,41,558,22546865
Hepatitis A,Texas,2005,48,161,22971255
Hepatitis A,Texas,2006,46,147,23397676
Hepatitis A,Texas,2007,43,71,23827160
Hepatitis A,Texas,2008,48,61,24260820
Hepatitis A,Texas,2009,49,59,24699858
Hepatitis A,Texas,2010,50,93,25145561
Hepatitis A,Texas,2011,49,91,25599089
Hepatitis A,Utah,1966,47,170,977165
Hepatitis A,Utah,1967,41,158,993534
Hepatitis A,Utah,1968,52,259,1012163
Hepatitis A,Utah,1969,48,284,1033800
Hepatitis A,Utah,1970,48,310,1059273
Hepatitis A,Utah,1971,50,493,1089254
Hepatitis A,Utah,1972,46,302,1123473
Hepatitis A,Utah,1973,43,178,1161369
Hepatitis A,Utah,1974,44,203,1202301
Hepatitis A,Utah,1975,49,272,1245526
Hepatitis A,Utah,1976,44,248,1290183
Hepatitis A,Utah,1977,43,206,1335272
Hepatitis A,Utah,1978,44,311,1379653
Hepatitis A,Utah,1979,41,229,1422044
Hepatitis A,Utah,1980,33,166,1461037
Hepatitis A,Utah,1981,31,82,1495481
Hepatitis A,Utah,1982,43,183,1525668
Hepatitis A,Utah,1983,47,142,1552360
Hepatitis A,Utah,1984,45,360,1576418
Hepatitis A,Utah,1985,40,209,1598784
Hepatitis A,Utah,1986,37,137,1620472
Hepatitis A,Utah,1987,48,249,1642554
Hepatitis A,Utah,1988,23,130,1666165
Hepatitis A,Utah,1989,33,269,1692503
Hepatitis A,Utah,1990,41,497,1722850
Hepatitis A,Utah,1991,38,214,1758275
Hepatitis A,Utah,1992,34,376,1798646
Hepatitis A,Utah,1993,25,253,1843507
Hepatitis A,Utah,1994,29,426,1892358
Hepatitis A,Utah,1995,37,564,1944650
Hepatitis A,Utah,1996,45,924,1999766
Hepatitis A,Utah,1997,26,275,2057008
Hepatitis A,Utah,1998,34,119,2115593
Hepatitis A,Utah,1999,37,43,2174640
Hepatitis A,Utah,2000,41,58,2233169
Hepatitis A,Utah,2001,40,59,2290312
Hepatitis A,Utah,2002,47,62,2345993
Hepatitis A,Utah,2003,45,46,2400368
Hepatitis A,Utah,2004,47,45,2453625
Hepatitis A,Utah,2005,50,21,2505982
Hepatitis A,Utah,2006,48,15,2557685
Hepatitis A,Utah,2007,37,5,2609009
Hepatitis A,Utah,2008,45,12,2660259
Hepatitis A,Utah,2009,42,5,2711765
Hepatitis A,Utah,2010,35,9,2763885
Hepatitis A,Utah,2011,18,2,2816942
Hepatitis A,Vermont,1966,17,23,417855
Hepatitis A,Vermont,1967,13,15,424120
Hepatitis A,Vermont,1968,21,67,430670
Hepatitis A,Vermont,1969,44,149,437433
Hepatitis A,Vermont,1970,49,367,444330
Hepatitis A,Vermont,1971,51,432,451289
Hepatitis A,Vermont,1972,47,208,458274
Hepatitis A,Vermont,1973,48,250,465258
Hepatitis A,Vermont,1974,43,123,472211
Hepatitis A,Vermont,1975,29,59,479102
Hepatitis A,Vermont,1976,20,43,485900
Hepatitis A,Vermont,1977,25,41,492570
Hepatitis A,Vermont,1978,28,53,499077
Hepatitis A,Vermont,1979,28,51,505385
Hepatitis A,Vermont,1980,19,31,511456
Hepatitis A,Vermont,1981,24,45,517263
Hepatitis A,Vermont,1982,27,53,522825
Hepatitis A,Vermont,1983,21,30,528174
Hepatitis A,Vermont,1984,9,12,533345
Hepatitis A,Vermont,1985,17,22,538373
Hepatitis A,Vermont,1986,10,15,543296
Hepatitis A,Vermont,1987,12,14,548155
Hepatitis A,Vermont,1988,20,5,552989
Hepatitis A,Vermont,1989,31,16,557842
Hepatitis A,Vermont,1990,40,4,562758
Hepatitis A,Vermont,1991,34,14,567766
Hepatitis A,Vermont,1992,27,8,572831
Hepatitis A,Vermont,1993,27,3,577902
Hepatitis A,Vermont,1994,16,8,582926
Hepatitis A,Vermont,1995,26,3,587845
Hepatitis A,Vermont,1996,33,11,592604
Hepatitis A,Vermont,1997,26,7,597142
Hepatitis A,Vermont,1998,34,4,601400
Hepatitis A,Vermont,1999,32,22,605316
Hepatitis A,Vermont,2000,39,7,608827
Hepatitis A,Vermont,2001,35,14,611887
Hepatitis A,Vermont,2002,23,0,614522
Hepatitis A,Vermont,2003,44,6,616773
Hepatitis A,Vermont,2004,47,7,618688
Hepatitis A,Vermont,2005,33,5,620311
Hepatitis A,Vermont,2006,48,9,621691
Hepatitis A,Vermont,2007,33,6,622875
Hepatitis A,Vermont,2008,33,2,623912
Hepatitis A,Vermont,2009,34,1,624851
Hepatitis A,Vermont,2010,0,0,625741
Hepatitis A,Vermont,2011,49,5,626624
Hepatitis A,Virginia,1966,51,580,4371553
Hepatitis A,Virginia,1967,51,709,4440903
Hepatitis A,Virginia,1968,52,577,4510316
Hepatitis A,Virginia,1969,49,431,4579585
Hepatitis A,Virginia,1970,50,1353,4648494
Hepatitis A,Virginia,1971,51,1480,4716888
Hepatitis A,Virginia,1972,47,927,4784911
Hepatitis A,Virginia,1973,51,758,4852796
Hepatitis A,Virginia,1974,48,484,4920790
Hepatitis A,Virginia,1975,49,400,4989154
Hepatitis A,Virginia,1976,52,345,5058168
Hepatitis A,Virginia,1977,51,332,5128123
Hepatitis A,Virginia,1978,49,273,5199330
Hepatitis A,Virginia,1979,49,260,5272114
Hepatitis A,Virginia,1980,38,236,5346818
Hepatitis A,Virginia,1981,47,192,5423715
Hepatitis A,Virginia,1982,45,195,5502729
Hepatitis A,Virginia,1983,43,126,5583684
Hepatitis A,Virginia,1984,37,120,5666393
Hepatitis A,Virginia,1985,37,138,5750657
Hepatitis A,Virginia,1986,30,104,5836264
Hepatitis A,Virginia,1987,45,236,5922986
Hepatitis A,Virginia,1988,23,163,6010582
Hepatitis A,Virginia,1989,32,169,6098796
Hepatitis A,Virginia,1990,41,241,6187358
Hepatitis A,Virginia,1991,36,145,6276031
Hepatitis A,Virginia,1992,34,102,6364773
Hepatitis A,Virginia,1993,24,84,6453592
Hepatitis A,Virginia,1994,25,105,6542496
Hepatitis A,Virginia,1995,38,190,6631499
Hepatitis A,Virginia,1996,41,174,6720613
Hepatitis A,Virginia,1997,25,121,6809854
Hepatitis A,Virginia,1998,34,152,6899238
Hepatitis A,Virginia,1999,36,123,6988785
Hepatitis A,Virginia,2000,40,121,7078515
Hepatitis A,Virginia,2001,40,116,7168459
Hepatitis A,Virginia,2002,46,141,7258685
Hepatitis A,Virginia,2003,43,106,7349269
Hepatitis A,Virginia,2004,45,135,7440298
Hepatitis A,Virginia,2005,45,78,7531857
Hepatitis A,Virginia,2006,42,52,7624040
Hepatitis A,Virginia,2007,46,62,7716943
Hepatitis A,Virginia,2008,50,39,7810670
Hepatitis A,Virginia,2009,47,35,7905326
Hepatitis A,Virginia,2010,49,41,8001024
Hepatitis A,Virginia,2011,50,26,8097863
Hepatitis A,Washington,1966,50,579,3157768
Hepatitis A,Washington,1967,50,879,3217235
Hepatitis A,Washington,1968,51,1191,3279015
Hepatitis A,Washington,1969,48,1259,3343024
Hepatitis A,Washington,1970,51,1374,3409169
Hepatitis A,Washington,1971,49,1287,3477326
Hepatitis A,Washington,1972,47,1063,3547263
Hepatitis A,Washington,1973,49,1071,3618704
Hepatitis A,Washington,1974,49,676,3691346
Hepatitis A,Washington,1975,50,735,3764862
Hepatitis A,Washington,1976,50,445,3838897
Hepatitis A,Washington,1977,50,567,3913069
Hepatitis A,Washington,1978,50,857,3986966
Hepatitis A,Washington,1979,48,934,4060150
Hepatitis A,Washington,1980,38,374,4132156
Hepatitis A,Washington,1981,47,583,4202665
Hepatitis A,Washington,1982,45,422,4272055
Hepatitis A,Washington,1983,48,247,4340912
Hepatitis A,Washington,1984,48,363,4409870
Hepatitis A,Washington,1985,44,580,4479602
Hepatitis A,Washington,1986,41,823,4550828
Hepatitis A,Washington,1987,50,2431,4624310
Hepatitis A,Washington,1988,22,1153,4700862
Hepatitis A,Washington,1989,33,2002,4781348
Hepatitis A,Washington,1990,41,1134,4866692
Hepatitis A,Washington,1991,37,423,4957590
Hepatitis A,Washington,1992,35,527,5053591
Hepatitis A,Washington,1993,25,445,5153900
Hepatitis A,Washington,1994,29,277,5257654
Hepatitis A,Washington,1995,39,612,5363915
Hepatitis A,Washington,1996,43,658,5471663
Hepatitis A,Washington,1997,24,340,5579793
Hepatitis A,Washington,1998,33,710,5687112
Hepatitis A,Washington,1999,37,331,5792342
Hepatitis A,Washington,2000,40,234,5894121
Hepatitis A,Washington,2001,38,118,5991319
Hepatitis A,Washington,2002,46,142,6084016
Hepatitis A,Washington,2003,44,56,6172643
Hepatitis A,Washington,2004,46,53,6257679
Hepatitis A,Washington,2005,49,52,6339647
Hepatitis A,Washington,2006,49,53,6419111
Hepatitis A,Washington,2007,50,56,6496675
Hepatitis A,Washington,2008,48,43,6572980
Hepatitis A,Washington,2009,48,42,6648698
Hepatitis A,Washington,2010,48,20,6724540
Hepatitis A,Washington,2011,48,28,6801121
Hepatitis A,West Virginia,1966,50,243,1749477
Hepatitis A,West Virginia,1967,49,363,1740635
Hepatitis A,West Virginia,1968,52,333,1736343
Hepatitis A,West Virginia,1969,50,338,1737298
Hepatitis A,West Virginia,1970,50,383,1744237
Hepatitis A,West Virginia,1971,50,510,1757602
Hepatitis A,West Virginia,1972,45,385,1776420
Hepatitis A,West Virginia,1973,48,325,1799353
Hepatitis A,West Virginia,1974,44,153,1825021
Hepatitis A,West Virginia,1975,43,162,1851977
Hepatitis A,West Virginia,1976,51,262,1878690
Hepatitis A,West Virginia,1977,50,311,1903537
Hepatitis A,West Virginia,1978,43,151,1924819
Hepatitis A,West Virginia,1979,46,138,1940779
Hepatitis A,West Virginia,1980,33,85,1949644
Hepatitis A,West Virginia,1981,40,106,1950183
Hepatitis A,West Virginia,1982,37,81,1943276
Hepatitis A,West Virginia,1983,31,64,1930383
Hepatitis A,West Virginia,1984,20,31,1912990
Hepatitis A,West Virginia,1985,16,29,1892575
Hepatitis A,West Virginia,1986,24,54,1870576
Hepatitis A,West Virginia,1987,16,19,1848374
Hepatitis A,West Virginia,1988,19,9,1827291
Hepatitis A,West Virginia,1989,32,16,1808587
Hepatitis A,West Virginia,1990,40,21,1793477
Hepatitis A,West Virginia,1991,37,13,1782845
Hepatitis A,West Virginia,1992,36,8,1776378
Hepatitis A,West Virginia,1993,23,21,1773494
Hepatitis A,West Virginia,1994,27,10,1773638
Hepatitis A,West Virginia,1995,41,18,1776274
Hepatitis A,West Virginia,1996,43,15,1780874
Hepatitis A,West Virginia,1997,26,5,1786913
Hepatitis A,West Virginia,1998,25,4,1793862
Hepatitis A,West Virginia,1999,34,31,1801186
Hepatitis A,West Virginia,2000,36,46,1808344
Hepatitis A,West Virginia,2001,31,24,1814887
Hepatitis A,West Virginia,2002,44,20,1820780
Hepatitis A,West Virginia,2003,42,12,1826090
Hepatitis A,West Virginia,2004,43,5,1830889
Hepatitis A,West Virginia,2005,34,10,1835246
Hepatitis A,West Virginia,2006,39,5,1839236
Hepatitis A,West Virginia,2007,37,9,1842932
Hepatitis A,West Virginia,2008,43,4,1846406
Hepatitis A,West Virginia,2009,19,6,1849735
Hepatitis A,West Virginia,2010,42,9,1852994
Hepatitis A,West Virginia,2011,30,4,1856246
Hepatitis A,Wisconsin,1966,52,378,4249813
Hepatitis A,Wisconsin,1967,52,446,4294241
Hepatitis A,Wisconsin,1968,51,542,4337060
Hepatitis A,Wisconsin,1969,50,415,4378235
Hepatitis A,Wisconsin,1970,51,480,4417731
Hepatitis A,Wisconsin,1971,49,423,4455510
Hepatitis A,Wisconsin,1972,47,317,4491500
Hepatitis A,Wisconsin,1973,49,331,4525620
Hepatitis A,Wisconsin,1974,48,581,4557793
Hepatitis A,Wisconsin,1975,51,425,4587941
Hepatitis A,Wisconsin,1976,51,327,4615990
Hepatitis A,Wisconsin,1977,50,419,4641866
Hepatitis A,Wisconsin,1978,48,274,4665500
Hepatitis A,Wisconsin,1979,49,262,4686822
Hepatitis A,Wisconsin,1980,35,211,4705767
Hepatitis A,Wisconsin,1981,34,74,4722410
Hepatitis A,Wisconsin,1982,28,77,4737376
Hepatitis A,Wisconsin,1983,2,3,4751438
Hepatitis A,Wisconsin,1984,4,5,4765381
Hepatitis A,Wisconsin,1985,0,0,4779997
Hepatitis A,Wisconsin,1986,0,0,4796090
Hepatitis A,Wisconsin,1987,1,2,4814473
Hepatitis A,Wisconsin,1988,22,120,4835977
Hepatitis A,Wisconsin,1989,33,168,4861451
Hepatitis A,Wisconsin,1990,41,322,4891769
Hepatitis A,Wisconsin,1991,36,449,4927545
Hepatitis A,Wisconsin,1992,34,575,4968242
Hepatitis A,Wisconsin,1993,27,346,5013015
Hepatitis A,Wisconsin,1994,26,124,5060999
Hepatitis A,Wisconsin,1995,38,130,5111299
Hepatitis A,Wisconsin,1996,40,141,5162987
Hepatitis A,Wisconsin,1997,24,75,5215094
Hepatitis A,Wisconsin,1998,32,117,5266615
Hepatitis A,Wisconsin,1999,36,44,5316503
Hepatitis A,Wisconsin,2000,39,12,5363675
Hepatitis A,Wisconsin,2001,29,62,5407258
Hepatitis A,Wisconsin,2002,44,175,5447341
Hepatitis A,Wisconsin,2003,43,35,5484273
Hepatitis A,Wisconsin,2004,46,48,5518418
Hepatitis A,Wisconsin,2005,49,36,5550158
Hepatitis A,Wisconsin,2006,48,37,5579888
Hepatitis A,Wisconsin,2007,33,3,5608014
